name,age,WOR
FENN-BIG VALLEY,61,50.701
JUDY CREEK.1,60,46.7
NIPISI,46,41.49
SWAN HILLS SOUTH,52,48.5
REDWATER,63,198.114
16/1-12 (Rolvsnes),1,0.749824524
16/1-12 (Rolvsnes),2,1.244169938
24/9-12 S (Frosk),1,0.003069298
24/9-12 S (Frosk),2,0.235307866
24/9-12 S (Frosk),3,0.646370881
24/9-12 S (Frosk),4,1.079775588
33/9-6 DELTA,1,1.038047731
33/9-6 DELTA,2,1.800882049
33/9-6 DELTA,3,0.390511529
33/9-6 DELTA,4,0.289018639
33/9-6 DELTA,5,0.16326062
33/9-6 DELTA,6,0.007072136
7220/11-1 (Alta),1,0.029519215
ALVE,1,0.009696843
ALVE,2,0.000434891
ALVE,3,0.00573388
ALVE,4,0.001059753
ALVE,5,0.015613722
ALVE,6,0.025537933
ALVE,7,0.009253896
ALVE,8,0.01012819
ALVE,9,0.071440356
ALVE,10,0.174183117
ALVE,11,0.115088417
ALVE,12,0.132827167
ALVE,13,0.191580442
ALVE,14,0.220500535
ALVHEIM,1,0.000458438
ALVHEIM,2,0.075585721
ALVHEIM,3,0.073957385
ALVHEIM,4,0.242109928
ALVHEIM,5,0.524564427
ALVHEIM,6,0.793799141
ALVHEIM,7,1.221688088
ALVHEIM,8,1.812888826
ALVHEIM,9,1.336877504
ALVHEIM,10,1.311741049
ALVHEIM,11,1.781991316
ALVHEIM,12,1.991972313
ALVHEIM,13,2.592181174
ALVHEIM,14,2.45919811
ALVHEIM,15,2.443933052
ATLA,5,0.180024991
ATLA,6,0.007279814
ATLA,7,0.024482433
ATLA,8,0.071563736
ATLA,10,0.169965364
ATLA,11,0.13362382
BALDER,9,0.006699917
BALDER,10,0.301545324
BALDER,11,0.406243441
BALDER,12,0.689904597
BALDER,13,0.547747203
BALDER,14,0.434513019
BALDER,15,0.399740422
BALDER,16,0.490019443
BALDER,17,0.611064013
BALDER,18,0.899808263
BALDER,19,1.393369588
BALDER,20,1.912274672
BALDER,21,2.317331634
BALDER,22,2.551062076
BALDER,23,2.434422359
BALDER,24,1.741075161
BALDER,25,1.735578612
BALDER,26,1.884512075
BALDER,27,2.756002101
BALDER,28,3.125184643
BALDER,29,3.779097075
BALDER,30,3.99854411
BALDER,31,4.136420662
BALDER,32,3.527299101
BLANE,1,0.005284912
BLANE,2,0.003220785
BLANE,3,0.00308658
BLANE,4,0.00343522
BLANE,5,0.033884847
BLANE,6,0.156957598
BLANE,7,0.499480537
BLANE,8,0.557434173
BLANE,9,0.774379132
BLANE,10,0.927727852
BLANE,11,1.091259126
BLANE,12,1.273957219
BLANE,13,1.516085119
BLANE,14,1.59452942
BLANE,15,1.88963869
BLANE,16,6.2
BRAGE,8,1.907831504
BRAGE,9,2.775558687
BRAGE,10,2.675882076
BRAGE,11,3.713696346
BRAGE,12,5.313173127
BRAGE,13,5.939187077
BRAGE,14,8.033604559
BRAGE,15,7.394049307
BRAGE,16,5.107179705
BRAGE,17,4.414509432
BRAGE,18,5.142239311
BRAGE,19,7.319920053
BRAGE,20,10.74488489
BRAGE,21,15.45488301
BRAGE,22,22.68481229
BRAGE,23,20.23917374
BRAGE,24,16.01627982
BRAGE,25,21.48550293
BRAGE,26,28.6198283
BRAGE,27,31.98210844
BRAGE,28,27.23380573
BRAGE,29,38.37142029
BRAGE,30,38.72618517
BRYNHILD,1,0.000714711
BRYNHILD,2,0.243473622
BRYNHILD,3,0.342406097
BRYNHILD,4,0.578823767
BYRDING,1,0.01595222
BYRDING,2,0.300992388
BYRDING,3,0.939923732
BYRDING,4,1.4009583
BYRDING,5,1.764213585
BYRDING,6,2.087480205
BØYLA,0,0.040725272
BØYLA,1,0.235757505
BØYLA,2,0.678439937
BØYLA,3,1.464870538
BØYLA,4,2.017478793
BØYLA,5,2.881368707
BØYLA,6,3.10801898
DRAUGEN,2,0.016716311
DRAUGEN,5,0.000112901
DRAUGEN,6,0.016385658
DRAUGEN,7,0.016145583
DRAUGEN,8,0.020301738
DRAUGEN,9,0.020988452
DRAUGEN,10,0.074783107
DRAUGEN,11,0.289308512
DRAUGEN,12,0.609457865
DRAUGEN,13,0.991409501
DRAUGEN,14,1.200268254
DRAUGEN,15,1.570405549
DRAUGEN,16,1.70707664
DRAUGEN,17,2.359361083
DRAUGEN,18,3.124903785
DRAUGEN,19,3.825133093
DRAUGEN,20,4.724230863
DRAUGEN,21,5.548540864
DRAUGEN,22,5.135788259
DRAUGEN,23,6.256852568
DRAUGEN,24,7.285127319
DRAUGEN,25,8.061839285
DRAUGEN,26,8.502782191
DRAUGEN,27,10.19372563
DRAUGEN,28,11.60396038
DRAUGEN,29,12.62162109
DRAUGEN,30,12.18332699
DVALIN,0,0.04
EDVARD GRIEG,1,0.001329814
EDVARD GRIEG,2,0.00608408
EDVARD GRIEG,3,0.012973197
EDVARD GRIEG,4,0.020034677
EDVARD GRIEG,5,0.030114618
EDVARD GRIEG,6,0.059555468
EDVARD GRIEG,7,0.159152155
EDVARD GRIEG,8,0.278067195
EKOFISK,30,0.229355558
EKOFISK,31,0.274624746
EKOFISK,32,0.321747386
EKOFISK,33,0.361281799
EKOFISK,34,0.411742752
EKOFISK,35,0.477886264
EKOFISK,36,0.516990414
EKOFISK,37,0.62409485
EKOFISK,38,0.738094652
EKOFISK,39,0.944874496
EKOFISK,40,1.216570786
EKOFISK,41,1.541027897
EKOFISK,42,1.791184769
EKOFISK,43,1.75592146
EKOFISK,44,1.810980639
EKOFISK,45,1.920263972
EKOFISK,46,2.017577422
EKOFISK,47,2.219742762
EKOFISK,48,2.368911152
EKOFISK,49,2.275404256
EKOFISK,50,2.770652112
EKOFISK,51,2.911105395
EKOFISK,52,2.72206242
ELDFISK,22,0.11612335
ELDFISK,23,0.110836444
ELDFISK,24,0.210607227
ELDFISK,25,0.307510636
ELDFISK,26,0.279420802
ELDFISK,27,0.298013769
ELDFISK,28,0.327465349
ELDFISK,29,0.35160924
ELDFISK,30,0.362581953
ELDFISK,31,0.33244752
ELDFISK,32,0.356866065
ELDFISK,33,0.399649601
ELDFISK,34,0.508728132
ELDFISK,35,0.614770254
ELDFISK,36,0.729467798
ELDFISK,37,0.635473428
ELDFISK,38,0.662912562
ELDFISK,39,0.819203759
ELDFISK,40,0.970498029
ELDFISK,41,1.027541883
ELDFISK,42,1.088564272
ELDFISK,43,1.179029707
ELDFISK,44,1.317112811
EMBLA,8,0.008085322
EMBLA,9,0.017056264
EMBLA,10,0.022669609
EMBLA,11,0.021358703
EMBLA,12,0.017506525
EMBLA,13,0.011858185
EMBLA,14,0.024863603
EMBLA,15,0.044357337
EMBLA,16,0.052138805
EMBLA,17,0.027573087
EMBLA,18,0.06446666
EMBLA,19,0.105712317
EMBLA,20,0.101054292
EMBLA,21,0.082393354
EMBLA,22,0.025155464
EMBLA,23,0.007314298
EMBLA,25,0.000410995
EMBLA,26,0.048022021
EMBLA,27,0.115363417
EMBLA,28,0.142978987
EMBLA,29,0.154104388
EMBLA,30,0.100988593
ENOCH,1,0.01497433
ENOCH,2,0.022764465
ENOCH,3,0.014827109
ENOCH,4,0.012033566
ENOCH,5,0.009002533
ENOCH,9,0.018099548
ENOCH,10,1.629806288
ENOCH,11,2.392919255
ENOCH,12,2.513246107
ENOCH,13,3.484168656
ENOCH,14,4.0343268
ENOCH,15,4.354549338
ENOCH,16,4.346569343
FLYNDRE,1,0.000613394
FLYNDRE,3,0.037654517
FLYNDRE,4,0.193143875
FLYNDRE,5,0.382101073
FRAM,1,0.003929089
FRAM,2,0.020122497
FRAM,3,0.042001084
FRAM,4,0.039837186
FRAM,5,0.074328881
FRAM,6,0.036164189
FRAM,7,0.087326111
FRAM,8,0.130299954
FRAM,9,0.212937147
FRAM,10,0.33426097
FRAM,11,0.469533402
FRAM,12,0.649303173
FRAM,13,0.758030261
FRAM,14,0.503641963
FRAM,15,0.388260808
FRAM,16,0.544524569
FRAM,17,0.469723692
FRAM,18,0.347831228
FRAM,19,0.577524632
FRAM,20,0.68349565
FRAM H-NORD,1,0.153259263
FRAM H-NORD,2,1.340082205
FRAM H-NORD,3,1.664548414
FRAM H-NORD,4,2.0714016
FRAM H-NORD,5,4.924019608
FRØY,6,0.211560209
FRØY,7,0.059549846
GAUPE,1,0.033657214
GAUPE,2,0.272429916
GAUPE,3,0.158093591
GAUPE,4,0.696580362
GAUPE,5,0.130057156
GAUPE,6,0.015232466
GAUPE,7,0.363723917
GIMLE,1,0.0301777
GIMLE,2,0.004458611
GIMLE,3,0.03763218
GIMLE,4,0.917594469
GIMLE,5,2.389708777
GIMLE,6,4.422325044
GIMLE,7,5.970905448
GIMLE,8,9.158150616
GIMLE,9,13.92215881
GIMLE,10,21.47080346
GIMLE,11,12.94078072
GIMLE,12,13.32913414
GIMLE,13,21.98086974
GIMLE,14,24.05084746
GIMLE,17,4.05252e-05
GINA KROG,1,0.004777079
GINA KROG,2,0.009683335
GINA KROG,3,0.015875735
GINA KROG,4,0.022230519
GINA KROG,5,0.028412593
GINA KROG,6,0.030246757
GJØA,1,0.031328971
GJØA,2,0.040885915
GJØA,3,0.040665489
GJØA,4,0.091740895
GJØA,5,0.189490434
GJØA,6,0.359025025
GJØA,7,0.622271891
GJØA,8,1.003905507
GJØA,9,1.092412204
GJØA,10,1.715670844
GJØA,11,1.868147798
GJØA,12,0.366582707
GJØA,13,0.028888035
GLITNE,1,0.006371357
GLITNE,2,0.192904206
GLITNE,3,0.634966539
GLITNE,4,1.332421435
GLITNE,5,2.421972762
GLITNE,6,4.080821246
GLITNE,7,5.606569863
GLITNE,8,5.430052149
GLITNE,9,7.783749676
GLITNE,10,9.537324886
GLITNE,11,11.63373265
GLITNE,12,15.74766937
GLITNE,13,31.48011686
GOLIAT,2,0.00381024
GOLIAT,3,0.106360457
GOLIAT,4,0.357482573
GOLIAT,5,0.722575865
GOLIAT,6,0.865894175
GOLIAT,7,1.024218191
GRANE,1,0.032313054
GRANE,8,0.246886425
GRANE,9,0.415945365
GRANE,10,0.439874634
GRANE,11,0.37148574
GRANE,12,0.276508881
GRANE,13,0.328406917
GRANE,14,0.254167479
GRANE,15,0.23809149
GRANE,16,0.389878806
GRANE,17,0.510081163
GRANE,18,0.825562121
GRANE,19,0.95866551
GRANE,20,1.087204695
GRANE,21,1.292624687
GRANE,22,1.058080847
GRANE,23,0.923436272
GRANE,24,0.844988702
GRANE,25,0.956047969
GRANE,26,1.044804592
GRANE,27,1.355585578
GUDRUN,1,0.003231311
GUDRUN,2,0.011426733
GUDRUN,3,0.025770572
GUDRUN,4,0.075276281
GUDRUN,5,0.117768873
GUDRUN,6,0.161069634
GUDRUN,7,0.164456337
GUDRUN,8,0.084189936
GUDRUN,9,0.15469628
GULLFAKS,15,1.771909358
GULLFAKS,16,2.400948486
GULLFAKS,17,2.676466839
GULLFAKS,18,2.658354291
GULLFAKS,19,2.994618973
GULLFAKS,20,3.013729363
GULLFAKS,21,4.079367417
GULLFAKS,22,4.286994158
GULLFAKS,23,4.457495883
GULLFAKS,24,5.506626666
GULLFAKS,25,6.201147395
GULLFAKS,26,5.67869858
GULLFAKS,27,6.233080131
GULLFAKS,28,5.388816958
GULLFAKS,29,6.125638286
GULLFAKS,30,7.566671401
GULLFAKS,31,7.089180417
GULLFAKS,32,7.678394975
GULLFAKS,33,6.458983692
GULLFAKS,34,5.971516608
GULLFAKS,35,6.521271688
GULLFAKS,36,9.229308428
GULLFAKS,37,7.700941909
GULLFAKS SØR,3,0.063329209
GULLFAKS SØR,4,0.096826823
GULLFAKS SØR,5,0.065101296
GULLFAKS SØR,6,0.052630987
GULLFAKS SØR,7,0.04512439
GULLFAKS SØR,8,0.101079755
GULLFAKS SØR,9,0.191304855
GULLFAKS SØR,10,0.186734506
GULLFAKS SØR,11,0.114452914
GULLFAKS SØR,12,0.147968789
GULLFAKS SØR,13,0.074628068
GULLFAKS SØR,14,0.207929899
GULLFAKS SØR,15,0.765853363
GULLFAKS SØR,16,0.744748338
GULLFAKS SØR,17,0.714746796
GULLFAKS SØR,18,0.830634413
GULLFAKS SØR,19,1.090668624
GULLFAKS SØR,20,0.710512299
GULLFAKS SØR,21,1.046924633
GULLFAKS SØR,22,0.763498939
GULLFAKS SØR,23,0.829059529
GULLFAKS SØR,24,0.433989922
GULLFAKS SØR,25,0.603764771
GUNGNE,19,1.48
GUNGNE,20,1.085661011
GUNGNE,21,1.150673684
GUNGNE,22,0.849602509
GUNGNE,23,0.441745501
GUNGNE,24,0.475203927
GUNGNE,25,0.580949811
GUNGNE,26,0.568700935
GUNGNE,27,0.49411264
GYDA,11,0.779484899
GYDA,12,0.83775595
GYDA,13,1.779534551
GYDA,14,2.868180111
GYDA,15,2.628065655
GYDA,16,1.190280199
GYDA,17,1.619860706
GYDA,18,2.30658354
GYDA,19,2.333935662
GYDA,20,4.316952402
GYDA,21,5.350520624
GYDA,22,4.135736941
GYDA,23,4.68510854
GYDA,24,4.787444063
GYDA,25,7.24335575
GYDA,26,7.364718306
GYDA,27,6.315504192
GYDA,28,5.1829653
GYDA,29,4.534060671
GYDA,30,3.025905473
GYDA,31,2.779067221
HEIDRUN,5,0.082408068
HEIDRUN,6,0.160553589
HEIDRUN,7,0.159256262
HEIDRUN,8,0.233533306
HEIDRUN,9,0.410454576
HEIDRUN,10,0.429421859
HEIDRUN,11,0.56637703
HEIDRUN,12,0.58233703
HEIDRUN,13,0.662262001
HEIDRUN,14,0.804043944
HEIDRUN,15,1.013004527
HEIDRUN,16,1.258507263
HEIDRUN,17,1.272484395
HEIDRUN,18,1.494567222
HEIDRUN,19,1.45888608
HEIDRUN,20,1.640415765
HEIDRUN,21,1.610625748
HEIDRUN,22,1.437251025
HEIDRUN,23,1.474055625
HEIDRUN,24,1.410353638
HEIDRUN,25,1.294446559
HEIDRUN,26,1.16399941
HEIDRUN,27,0.88712408
HEIDRUN,28,0.835235014
HEIMDAL,16,0.002367798
HOD,11,0.060903691
HOD,12,0.112338731
HOD,13,0.143981781
HOD,14,0.191633571
HOD,15,0.291801847
HOD,16,0.371738426
HOD,17,0.351911353
HOD,18,0.283548358
HOD,19,0.494107985
HOD,20,0.470178029
HOD,21,0.547061606
HOD,22,0.519182753
HOD,23,0.77552534
HOD,24,0.562053446
HOD,25,0.74868611
HOD,26,0.863201694
HOD,27,0.804024836
HOD,28,0.780923515
HOD,29,0.828220629
HOD,30,0.832244611
HOD,31,1.23016519
HOD,32,1.325342582
HOD,33,1.809537407
HULDRA,1,0.081391688
HULDRA,2,0.184732238
HULDRA,3,0.361514336
HULDRA,4,0.431881345
HULDRA,5,0.588899384
HULDRA,6,0.828152433
HULDRA,7,1.216368947
HULDRA,8,1.579761209
HULDRA,9,2.030077502
HULDRA,10,2.214173391
HULDRA,11,2.169197115
HULDRA,12,2.146711423
HULDRA,13,2.104875595
HULDRA,14,2.038161021
HYME,1,0.009988877
HYME,2,0.01760399
HYME,3,0.406797313
HYME,4,1.040607209
IVAR AASEN,2,0.044117403
IVAR AASEN,3,0.343157249
IVAR AASEN,4,0.469279749
IVAR AASEN,5,1.054483023
IVAR AASEN,6,1.539193241
IVAR AASEN,7,2.133357196
JETTE,1,0.160566065
JETTE,2,3.320732473
JETTE,3,6.580505563
JETTE,4,6.559682917
JOHAN SVERDRUP,1,0.000768025
JOHAN SVERDRUP,2,0.000779516
JOHAN SVERDRUP,3,0.001260298
JOHAN SVERDRUP,4,0.003237491
JOTUN,1,0.002022919
JOTUN,2,0.11463087
JOTUN,3,0.82259316
JOTUN,4,2.643896303
JOTUN,5,3.312167255
JOTUN,6,7.16695179
JOTUN,7,10.59956222
JOTUN,8,11.38846494
JOTUN,9,13.00443378
JOTUN,10,15.84196905
JOTUN,11,17.72149348
JOTUN,12,21.17427664
JOTUN,13,24.07758273
JOTUN,14,27.79860256
JOTUN,15,29.76930283
JOTUN,16,32.61459952
JOTUN,17,29.25122928
JOTUN,18,37.02101985
KNARR,1,0.018224332
KNARR,2,0.102641848
KNARR,3,0.50416114
KNARR,4,1.826720811
KNARR,5,3.464595719
KNARR,6,2.567909336
KNARR,7,4.770310506
KNARR,8,7.229062015
KRISTIN,2,0.072480814
KRISTIN,3,0.04974141
KRISTIN,4,0.151737851
KRISTIN,5,0.245077853
KRISTIN,6,0.509512875
KRISTIN,7,0.871997733
KRISTIN,8,0.993344744
KRISTIN,9,0.958047341
KRISTIN,10,0.760408418
KRISTIN,11,0.880195101
KRISTIN,12,1.296859082
KRISTIN,13,1.523077003
KRISTIN,14,1.491545407
KRISTIN,15,1.051074374
KRISTIN,16,0.89957996
KRISTIN,17,1.081736643
KRISTIN,18,1.291832095
KVITEBJØRN,1,0.049351344
KVITEBJØRN,2,0.032755455
KVITEBJØRN,3,0.030901503
KVITEBJØRN,4,0.032055268
KVITEBJØRN,5,0.042702761
KVITEBJØRN,6,0.073404128
KVITEBJØRN,7,0.083338775
KVITEBJØRN,8,0.076922579
KVITEBJØRN,9,0.054521847
KVITEBJØRN,10,0.075654578
KVITEBJØRN,11,0.09037311
KVITEBJØRN,12,0.10880082
KVITEBJØRN,13,0.109039674
KVITEBJØRN,14,0.142932341
KVITEBJØRN,15,0.196653298
KVITEBJØRN,16,0.309924765
KVITEBJØRN,17,0.25974286
KVITEBJØRN,18,0.298508737
KVITEBJØRN,19,0.324356073
MARIA,1,0.00947515
MARIA,2,0.001171504
MARIA,3,0.000826229
MARIA,4,0.003438686
MARIA,5,0.004815495
MARTIN LINGE,1,0.107902487
MARTIN LINGE,2,0.461401178
MARULK,1,0.078418704
MARULK,2,0.043319236
MARULK,3,0.019416264
MARULK,4,0.008370251
MARULK,5,0.065006824
MARULK,6,0.206644622
MARULK,7,0.533845132
MARULK,8,0.409139925
MARULK,9,0.120759894
MARULK,10,0.163849849
MARULK,11,0.248536635
MIKKEL,4,0.037595946
MIKKEL,5,0.010100137
MIKKEL,6,0.01010178
MIKKEL,7,0.012206509
MIKKEL,8,0.013155394
MIKKEL,9,0.015052699
MIKKEL,10,0.015862562
MIKKEL,11,0.012328186
MIKKEL,12,0.014405343
MIKKEL,13,0.062284192
MIKKEL,14,0.066495227
MIKKEL,15,0.063612211
MIKKEL,16,0.043898085
MIKKEL,17,0.055118013
MIKKEL,18,0.088522716
MIKKEL,19,0.103261062
MIKKEL,20,0.155230381
MORVIN,6,0.004520225
MORVIN,7,0.014972881
MORVIN,8,0.056974251
MORVIN,9,0.098660735
MORVIN,10,0.100851793
MORVIN,11,0.078341958
MORVIN,12,0.040523709
MORVIN,13,0.017973798
MURCHISON,20,13.41389591
MURCHISON,21,24.11214484
MURCHISON,22,20.28815797
MURCHISON,23,20.51863103
MURCHISON,24,24.96463513
MURCHISON,25,26.67028107
MURCHISON,26,26.95416015
MURCHISON,27,27.70329515
MURCHISON,28,28.59276078
MURCHISON,29,35.13506894
MURCHISON,30,39.28457121
MURCHISON,31,38.61228187
MURCHISON,32,44.87412091
MURCHISON,33,47.29022896
MURCHISON,34,34.11819082
NJORD,4,0.015934549
NJORD,5,0.042094102
NJORD,6,0.055434583
NJORD,7,0.081586217
NJORD,8,0.04169918
NJORD,9,0.043859165
NJORD,10,0.115998288
NJORD,11,0.088863374
NJORD,12,0.091035653
NJORD,13,0.254650703
NJORD,14,0.147681897
NJORD,15,0.073314651
NJORD,16,0.071431727
NJORD,17,0.120932992
NJORD,18,0.118220739
NJORD,19,0.15157487
NJORD,20,0.206722301
NORNE,4,0.013334567
NORNE,5,0.026848489
NORNE,6,0.102862986
NORNE,7,0.21699833
NORNE,8,0.35296928
NORNE,9,0.940362505
NORNE,10,1.126570558
NORNE,11,1.369558331
NORNE,12,1.852601599
NORNE,13,2.889854257
NORNE,14,3.34833821
NORNE,15,5.020622222
NORNE,16,8.235772084
NORNE,17,7.081375129
NORNE,18,11.45786231
NORNE,19,12.4601141
NORNE,20,13.73346124
NORNE,21,12.67741443
NORNE,22,12.13280298
NORNE,23,13.66419156
NORNE,24,12.82954342
NORNE,25,9.664992128
NORNE,26,12.06481696
ODA,2,0.087866319
ODA,3,0.902233047
ODA,4,0.187731017
OSEBERG,15,0.197744065
OSEBERG,16,0.196462818
OSEBERG,17,0.172269305
OSEBERG,18,0.251188787
OSEBERG,19,0.29116158
OSEBERG,20,0.399368508
OSEBERG,21,0.447473805
OSEBERG,22,0.467619609
OSEBERG,23,0.45254673
OSEBERG,24,0.529677076
OSEBERG,25,0.676470697
OSEBERG,26,0.541126309
OSEBERG,27,0.538572931
OSEBERG,28,0.586881448
OSEBERG,29,0.752177998
OSEBERG,30,0.970614082
OSEBERG,31,0.879172984
OSEBERG,32,1.027202202
OSEBERG,33,1.137245374
OSEBERG,34,0.732344336
OSEBERG,35,0.642641779
OSEBERG,36,0.975720564
OSEBERG,37,1.050193586
OSEBERG SØR,1,0.002967773
OSEBERG SØR,2,0.010588043
OSEBERG SØR,3,0.040014651
OSEBERG SØR,4,0.064600652
OSEBERG SØR,5,0.218873989
OSEBERG SØR,6,0.328604942
OSEBERG SØR,7,0.584485692
OSEBERG SØR,8,0.668924115
OSEBERG SØR,9,0.619832688
OSEBERG SØR,10,0.683917778
OSEBERG SØR,11,0.745206947
OSEBERG SØR,12,0.809974945
OSEBERG SØR,13,0.80271716
OSEBERG SØR,14,0.880564421
OSEBERG SØR,15,1.136773915
OSEBERG SØR,16,1.42605991
OSEBERG SØR,17,1.487730484
OSEBERG SØR,18,1.414076024
OSEBERG SØR,19,1.655990336
OSEBERG SØR,20,1.589761913
OSEBERG SØR,21,1.909642779
OSEBERG SØR,22,2.05929046
OSEBERG SØR,23,1.729462825
OSEBERG ØST,2,0.002785528
OSEBERG ØST,3,0.086978222
OSEBERG ØST,4,0.478255618
OSEBERG ØST,5,1.013730401
OSEBERG ØST,6,1.663422362
OSEBERG ØST,7,2.60859476
OSEBERG ØST,8,3.773818946
OSEBERG ØST,9,4.782108359
OSEBERG ØST,10,4.306535735
OSEBERG ØST,11,3.57100666
OSEBERG ØST,12,4.352628607
OSEBERG ØST,13,2.619033325
OSEBERG ØST,14,3.125754016
OSEBERG ØST,15,4.152809777
OSEBERG ØST,16,4.259575022
OSEBERG ØST,17,5.403923275
OSEBERG ØST,18,5.090594579
OSEBERG ØST,19,1.977730685
OSEBERG ØST,20,2.482045269
OSEBERG ØST,21,2.945227082
OSEBERG ØST,22,3.669861171
OSEBERG ØST,23,3.880049196
OSEBERG ØST,24,5.120065061
OSELVAR,1,0.026924195
OSELVAR,2,0.021820416
OSELVAR,3,0.039561574
OSELVAR,4,0.053747397
OSELVAR,5,0.064160987
OSELVAR,6,0.076840769
OSELVAR,7,0.11115365
REV,3,0.073213946
REV,4,0.128579942
REV,5,0.49243377
REV,6,0.436837307
REV,7,0.351943666
REV,8,0.546896688
REV,9,0.573671067
REV,10,0.86038688
REV,11,0.255378859
REV,12,0.560792716
REV,13,0.266644529
REV,14,0.04368932
RINGHORNE ØST,1,0.036710613
RINGHORNE ØST,2,0.029582486
RINGHORNE ØST,3,0.082535896
RINGHORNE ØST,4,0.47184284
RINGHORNE ØST,5,0.909943864
RINGHORNE ØST,6,1.111618963
RINGHORNE ØST,7,1.213802653
RINGHORNE ØST,8,1.36518606
RINGHORNE ØST,9,1.616169635
RINGHORNE ØST,10,1.916794566
RINGHORNE ØST,11,2.501044832
RINGHORNE ØST,12,2.755620064
RINGHORNE ØST,13,4.943522722
RINGHORNE ØST,14,5.091661939
RINGHORNE ØST,15,6.103435354
RINGHORNE ØST,16,7.972843161
RINGHORNE ØST,17,8.533184288
SIGYN,12,2.030192132
SIGYN,13,1.316155928
SIGYN,14,0.259133014
SIGYN,15,0.149224038
SIGYN,16,0.728509449
SIGYN,17,1.375428216
SIGYN,18,1.177991275
SIGYN,19,1.883790751
SIGYN,20,0.551828217
SINDRE,0,0.023418626
SINDRE,1,0.004938272
SKARV,1,0.017484039
SKARV,2,0.019755549
SKARV,3,0.028369907
SKARV,4,0.045107326
SKARV,5,0.067351176
SKARV,6,0.068383408
SKARV,7,0.088133127
SKARV,8,0.095042487
SKARV,9,0.134309933
SKARV,10,0.227995029
SKIRNE,13,0.343071426
SKIRNE,14,0.360505784
SKIRNE,15,0.426799926
SKIRNE,16,0.235796992
SKIRNE,17,0.259844271
SKIRNE,18,0.178611214
SKIRNE,19,0.864978903
SKOGUL,1,0.126444543
SKOGUL,2,0.779350267
SKOGUL,3,1.422122981
SKULD,1,0.105058064
SKULD,2,0.148002103
SKULD,3,0.337103882
SKULD,4,0.481604528
SKULD,5,1.280908945
SKULD,6,1.262106465
SKULD,7,1.683187277
SKULD,8,2.06598392
SKULD,9,2.497631092
SKULD,10,3.072313479
SLEIPNER VEST,19,0.293803338
SLEIPNER VEST,20,0.441837141
SLEIPNER VEST,21,0.365140033
SLEIPNER VEST,22,0.223716825
SLEIPNER VEST,23,0.251291531
SLEIPNER VEST,24,0.269469342
SLEIPNER VEST,25,0.349977456
SLEIPNER VEST,26,0.341473607
SLEIPNER VEST,27,0.23522227
SLEIPNER ØST,22,0.408427783
SLEIPNER ØST,23,0.353367189
SLEIPNER ØST,24,0.420455126
SLEIPNER ØST,25,0.332707942
SLEIPNER ØST,26,0.37343515
SLEIPNER ØST,27,0.346994142
SLEIPNER ØST,28,0.51657754
SLEIPNER ØST,29,0.715008619
SLEIPNER ØST,30,0.212683467
SNORRE,9,0.731906511
SNORRE,10,0.550285402
SNORRE,11,0.485261612
SNORRE,12,0.522200479
SNORRE,13,0.642077706
SNORRE,14,0.659065283
SNORRE,15,0.939835677
